G,t,e1,e2,e3,add,e4,trust,advice,survey,patient,male,eng,gt10,uscan,fair,code
7,1190.0,12,12,12,TRUE,11,5,165,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,69d6ceb95aa128b701f030048e5d10af14bc474f
7,1514.0,11,10,12,TRUE,11,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,b47f1a8238ffa8cde26a4050859863fe9cbd157a
7,930.0,14,11,14,TRUE,14,5,113,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,92ba05a07d0e9998f64a84be31b5a33e30a02fa9
7,1084.0,12,9,9,TRUE,10,5,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,2ca75a21d4f6a9185ef7e205f20a5f9c8d098f28
7,1493.0,127,12,14,TRUE,13,12,174,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,4ec4d32381580bd20a90cc50e5b7e98894e5c4fc
7,900.0,14,15,10,TRUE,11,15,106,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,f88e8b420139736e0d0ded002c61ec6ca22bab87
7,953.0,15,12,13,TRUE,16,5,42,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,10855196b06edbd9e1b84f967b4d3a8fe2cf9c5a
7,1437.0,79,75,9,TRUE,13,15,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,c5b1c0253600434d07606710170aec3cb5e3cad3
7,1594.0,13,11,11,TRUE,12,5,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,b582058c952623a974be5a74bdab99cf9c3ea982
7,1227.0,18,22,12,TRUE,12,7,95,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,7bdfe4b45035f0f30479c3e3b8ff8e2512d50e88
7,1233.0,11,11,13,TRUE,11,15,46,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,c46716dfe603d9a38ca1f515b0cc7efcddd9a9da
7,1621.0,17,15,13,TRUE,15,0,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,eb5aa1d91b4f94fc1103339a929d9229faa829e7
7,2516.0,19,12,22,TRUE,11,9,87,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,2ba2917a50fd56c317c8ba689b070a197929fe93
7,1131.0,24,28,28,TRUE,26,7,101,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,484602514b0b0c25f2916abad172d9341b7c898b
8,2526.0,72,14,15,TRUE,18,5,171,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.5,103304fda051a848d60ee214b595273e2ae188a0
8,1535.0,13,15,13,TRUE,12,8,72,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,10.0,ba4fedb3065abb5ec9450a7e8e4a11061b6d359b
8,512.0,16,667,588,,,,0,,,,,,,,
8,1323.0,55,24,14,TRUE,12,7,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,20.0,aec658b9a87118e1744385d43c6b25d8ca4efd68
8,1342.0,19,12,10,FALSE,,5,121,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,20.0,642a9a974ea05e7dadd4eab0b9d0ac7dc600ba94
8,364.0,12,667,588,,,,0,,,,,,,,
8,882.0,13,13,17,FALSE,,0,23,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,50.0,d8160196669c1567fda6a868097f1eff2b63db95
8,465.0,13,13,11,FALSE,,10,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.15,c60e4d738b59ea19dd046cf3d2932644d5bb1e09
8,707.0,17,13,14,FALSE,,0,82,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.15,e0c231b6f386c82fd24629cb2cd74736163507bd
8,1308.0,12,12,10,FALSE,,5,40,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,25.0,8daf794c99e49dadc0ea7f6975007dd876341deb
8,986.0,12,15,11,FALSE,,6,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.25,0b972de1e62c825b9bb8d0d38677ec2b49013825
8,2096.0,12,10,9,TRUE,10,7,65,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.1,8e946d300c5ed03a3eb06621d679d845733d339a
8,780.0,16,11,76,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.15,5736e0d8b5bf0e5b22a91c9dfc712cc90faf34d8
8,176769.0,89,10,9,FALSE,,15,72,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,50.0,1be3e36c9b567289b582a3708842d3c60b725156
8,1087.0,13,9,11,TRUE,10,5,45,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,10.0,92a50d4c8bac9d1c0323efb6e661b1fcd2dfee2b
8,39.0,691,667,588,FALSE,,,0,,,,,,,10.0,
8,2002.0,12,12,12,FALSE,,5,72,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.25,2e9da4d0e082d6786c126b7e2b31105755aadf3b
8,1719.0,21,30,13,TRUE,15,10,233,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,15.0,f34a7db6a084d460c3d0f08c0a51f89433c50e8b
8,1267.0,27,20,25,FALSE,,10,33,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,446ee1a759aec7b2decfee03738c95b717da51c4
8,1596.0,12,11,13,FALSE,,10,73,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,20.0,72431d8a8f998d32877e8798931591857c9d686f
8,1122.0,20,22,19,FALSE,,14,99,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,20.0,ce87767c529a17055be63469803eaa094c413a77
8,1072.0,98,13,10,FALSE,,10,20,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.1,3183d3320f3bc45308dca0c830f64e64a5eee98d
8,461.0,15,9,9,FALSE,,15,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.1,1a96f89cee2686dac312a9cd7a069d5b09b39dee
8,2169.0,11,9,9,FALSE,,15,60,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,40.0,6da0af189edf259228aa9a9741c02f38686dcacf
8,1394.0,14,77,13,FALSE,,5,22,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,40.0,c534a21ef57da441adb545180e9046a6b926da7d
8,1802.0,15,13,13,TRUE,14,5,108,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,25.0,ef485efd21c08ae6a966866f5e9268d0dbab3b14
8,1008.0,12,11,12,TRUE,14,5,131,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,c22131ca4f945925241fcddfb80b9174f3e40d0c
8,492.0,90,667,588,,,,0,,,,,,,,
